"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A.x","B.x","C.x","D.x","E.x","F.x","G.x","H.x","L.x","M.x","N.x","GOs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"1","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:0009890",0.0484504088009299,0.966049808379643,45,1015,"negative regulation of biosynthetic process","BP",1
"2","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:0031327",0.0486258560941999,0.966052688347472,44,989,"negative regulation of cellular biosynthetic process","BP",1
"3","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:0034125",0.0327929322493282,1,1,1,"negative regulation of MyD88-dependent toll-like receptor signaling pathway","BP",1
"4","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:0061982",0.0354071202167697,0.984979146578228,10,140,"meiosis I cell cycle process","BP",1
"5","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:0070192",0.0278527638160597,0.990884586522798,7,77,"chromosome organization involved in meiotic cell cycle","BP",1
"6","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:1903046",0.0312565994858954,0.984008348188839,16,259,"meiotic cell cycle process","BP",1
"7","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:1905936",0.0236763169911477,0.998581479525158,2,7,"regulation of germ cell proliferation","BP",1
"8","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:2000241",0.0106135160991593,0.995091196417124,17,261,"regulation of reproductive process","BP",1
"9","Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.68943193300157,0.184669910950749,3.73332033059484,0.000188972009285583,0.0137689461106946,2499,1731,2111,1987,1850,1538,1651,1514,2649,1524,1374,"GO:2000254",0.00804669123121795,0.999762197237891,2,5,"regulation of male germ cell proliferation","BP",1
"10","Pocillopora_acuta_HIv2___RNAseq.g22613.t1",981.809104522434,-0.568379693928088,0.17259499761934,-3.29314117887504,0.000990747127138662,0.0391206628586714,892,1266,1500,1034,1164,1018,1255,1148,852,948,305,"GO:0016272",0.00700418110251106,0.999807469209851,2,5,"prefoldin complex","CC",1
"11","Pocillopora_acuta_HIv2___RNAseq.g22613.t1",981.809104522434,-0.568379693928088,0.17259499761934,-3.29314117887504,0.000990747127138662,0.0391206628586714,892,1266,1500,1034,1164,1018,1255,1148,852,948,305,"GO:0045165",0.00137370048398593,0.999354078868565,27,410,"cell fate commitment","BP",0.560634474356294
"12","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0000724",0.0244883085215664,0.991458624775526,8,93,"double-strand break repair via homologous recombination","BP",1
"13","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0000725",0.0244883085215664,0.991458624775526,8,93,"recombinational repair","BP",1
"14","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0003682",0.018581453365313,0.99010807173482,21,350,"chromatin binding","MF",1
"15","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0005694",0.00643066325413936,0.996224919689089,38,695,"chromosome","CC",1
"16","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0006302",0.0190536867596344,0.991957371153441,12,165,"double-strand break repair","BP",1
"17","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0009058",0.0230500134509461,0.982801111529678,92,2248,"biosynthetic process","BP",1
"18","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0044249",0.0275329132807069,0.979364097516258,89,2184,"cellular biosynthetic process","BP",1
"19","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0044427",0.00355137444896372,0.998060422568229,34,581,NA,NA,0.956787628210147
"20","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:0071103",0.0220276145888157,0.990138039354763,13,185,"DNA conformation change","BP",1
"21","Pocillopora_acuta_HIv2___RNAseq.g14922.t1",769.267472947639,1.64202162355866,0.4893181819839,3.35573392531874,0.000791546829307038,0.03486511161769,890,543,369,466,672,540,504,865,656,633,1289,"GO:1901576",0.0164471502587721,0.987917831726391,92,2217,"organic substance biosynthetic process","BP",1
"22","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0000122",0.00949709179393305,0.994643725202654,30,562,"negative regulation of transcription by RNA polymerase II","BP",1
"23","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0000981",4.42976422079349e-05,0.999981861264969,32,441,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",0.142892995915142
"24","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0001228",0.00045183210295582,0.999853191572733,16,189,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF",0.33196375583211
"25","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0001708",0.0177453587480635,0.992904984483149,11,155,"cell fate specification","BP",1
"26","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0002088",0.0167352743546106,0.995649760661046,6,59,"lens development in camera-type eye","BP",1
"27","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0003676",0.0188352400425598,0.986940503788248,60,1340,"nucleic acid binding","MF",1
"28","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0003677",3.69379987118433e-05,0.999982014465965,49,780,"DNA binding","MF",0.142892995915142
"29","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0003690",0.000100801516998954,0.999957397334561,31,441,"double-stranded DNA binding","MF",0.163954747079409
"30","Pocillopora_acuta_HIv2___RNAseq.g30957.t1",288.596125403958,1.451805003386,0.377686678131272,3.84394019553266,0.000121074522842082,0.010188962487304,268,302,225,248,208,230,149,191,730,179,310,"GO:0003700",1.27484321092806e-05,0.999994753849523,37,509,"DNA-binding transcription factor activity","MF",0.142892995915142
